fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2021-02-02,17:10,4555840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,50,06
2021-02-02,18:33,5555840515,Emergencia,Ciudadano,No,Trata,Otro,Salta,General Enrique Mosconi,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,32,66
2021-02-02,20:56,7555840515,Urgencia,Ciudadano,Si,Trata,Posible captación,Salta,Salta,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,66
2021-02-02,22:20,9465840515,Urgencia,Ciudadano,No,Trata,Vioalcion a derechos humanos,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2021-02-03,13:01,575840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,Protex,2021-02-05 12:24,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,65,06
2021-02-03,13:33,1575840515,Urgencia,Ciudadano,Si,Trata,Posible captación,Salta,Salta,PNR - Línea 145,Línea 145,Protex,2021-02-03 13:31,Si,Delitos Informáticos,2021-02-03 13:38,No,,,,,,,Denunciante - ciudadano,,Mujer,45,66
2021-02-03,19:05,584940515,Emergencia,Ciudadano,No,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,Berazategui,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-02-03 21:47,Si,Protex,2021-02-03 21:47,No,,,,Argentina,,,Denunciante - ciudadano,,Mujer,0,06
2021-02-03,19:23,2584940515,Emergencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Salta,General Mosconi,PNR - Línea 145,Línea 145,Protex,2021-02-03 19:19,No,Gendarmería Nacional Argentina,2021-02-03 21:48,Si,,,,,,,Denunciante,,,0,66
2021-02-04,10:43,6594940515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Mendoza,Rodríguez Peña,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,Por publicidad en TV,,47,50
2021-02-04,11:28,7594940515,Urgencia,Ciudadano,Si,Trata,Posible secuestro/ billete,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2021-02-04 11:26,Si,,,,,,,,,,Denunciante - ciudadano,,,0,14
2021-02-04,11:29,8405940515,Emergencia,Institución - caj,No,Trata,Posible captación,San Luis,San Luis,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,35,74
2021-02-04,14:41,4505940515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Béccar,PNR - Línea 145,Línea 145,Protex,2021-02-04 14:36,Si,Ministerio de Seguridad,2021-02-04 14:36,No,,,,,,,Denunciante - ciudadano,,Mujer,40,06
2021-02-04,15:59,6505940515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-02-04 16:34,Si,Área Legal del Programa Nacional de Rescate,2021-02-04 16:34,No,,,,,,,Denunciante - ciudadano,,Hombre,60,06
2021-02-04,17:35,8415940515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-04 17:30,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,40,06
2021-02-04,20:04,9415940515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,El Palomar,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,35,06
2021-02-05,10:29,9425940515,Urgencia,"Institución - Colectivo de Mujeres de San Pedro, Misiones",No,Trata,Persona desaparecida,Corrientes,Colonia Progreso,PNR - Línea 145,Línea 145,Protex,2021-02-05 10:25,Si,Ministerio de Seguridad,2021-02-05 10:25,No,,,,,,,Denunciante - ciudadano,,Mujer,30,18
2021-02-05,18:51,8435940515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-02-05 19:06,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,0,82
2021-02-06,09:49,4545940515,Urgencia,Ciudadano,Si,Trata,Pornografía infantil,,,PNR - Línea 145,Línea 145,Protex,2021-02-06 09:47,Si,Delitos Informáticos,2021-02-06 09:47,No,,,,,,,Denunciante - ciudadano,,Mujer,40,
2021-02-06,12:36,555940515,Emergencia,Ciudadano,Si,Trata,Traslado de personas,Río Negro,San Carlos de Bariloche,PNR - Línea 145,Línea 145,Protex,2021-02-06 12:29,No,Gendarmería Nacional Argentina,2021-02-06 13:32,Si,,,,,,,Denunciante - ciudadano,,Mujer,40,62
2021-02-06,14:25,4555940515,Emergencia,Ciudadano,Si,Trata,Traslado de personas,,,PNR - Línea 145,Línea 145,Protex,2021-02-06 14:24,No,Gendarmería Nacional Argentina,2021-02-06 14:24,Si,,,,,,,Denunciante - ciudadano,,Mujer,40,
2021-02-06,16:14,565940515,Emergencia,Ciudadano,Si,Trata,Traslado de personas,Río Negro,San Carlos de Bariloche,PNR - Línea 145,Línea 145,Protex,2021-02-06 16:11,No,Gendarmería Nacional Argentina,2021-02-06 16:11,Si,,,,,,,Denunciante - ciudadano,,Mujer,30,62
2021-02-06,16:42,3565940515,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-02-06 16:41,Si,,,,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,38,
2021-02-06,18:07,4565940515,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,38,
2021-02-06,19:26,8475940515,Emergencia,Ciudadano,No,Trata,Traslado de personas,Río Negro,San Carlos de Bariloche,PNR - Línea 145,Línea 145,Protex,2021-02-06 19:22,No,Gendarmería Nacional Argentina,2021-02-06 19:22,Si,,,,,,,,,,,62
2021-02-07,04:51,5575940515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Almagro,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,50,06
2021-02-07,18:41,2584050515,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-07 18:38,Si,,,,,,,,,,Denunciante - ciudadano,,,30,06
2021-02-07,19:47,4584050515,Urgencia,Ciudadano,No,Trata,Explotación sexual,San Luis,Villa Mercedes,PNR - Línea 145,Línea 145,Protex,2021-02-07 20:06,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,74
2021-02-08,07:12,8494050515,Urgencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2021-02-08 07:05,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,0,14
2021-02-08,12:50,3594050515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Misiones,Jardín America,PNR - Línea 145,Línea 145,Protex,2021-02-08 12:43,No,personas extraviadas,2021-02-08 12:43,No,,,,,Misiones,Jardín America,Denunciante - ciudadano,,Mujer,36,54
2021-02-08,13:43,5594050515,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-02-08 13:40,Si,,,,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,35,
2021-02-08,15:06,7594050515,Emergencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Mendoza,Costa de Araujo,PNR - Línea 145,Línea 145,Protex,2021-02-08 15:02,No,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,50
2021-02-09,11:07,9425050515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-09 11:06,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,30,06
2021-02-09,17:29,4525050515,Emergencia,Institución - Ministerio de Trabajo Empleo y Seguridad Social,No,Trata,Explotación laboral,Catamarca,Huaycama,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-09 18:25,Si,Protex,2021-02-09 18:25,No,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Hombre,40,10
2021-02-09,20:45,9435050515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-09 21:57,No,Gendarmería Nacional Argentina,2021-02-09 21:57,Si,,,,,,,Denunciante - ciudadano,,Hombre,40,18
2021-02-09,21:05,535050515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-09 23:03,No,Gendarmería Nacional Argentina,2021-02-09 23:03,Si,,,,,,,Denunciante - ciudadano,,Hombre,40,18
2021-02-10,00:05,1535050515,Urgencia,Institución - Línea 144,No,Trata,Explotación sexual,Río Negro,San Carlos de Bariloche,PNR - Línea 145,Correo Institucional,Protex,2021-02-09 23:59,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,40,62
2021-02-10,09:52,3535050515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-02-10 09:51,Si,,,,,,,,,,Denunciante - ciudadano,,,32,82
2021-02-10,10:58,4535050515,Urgencia,Institución - Ministerio de Trabajo Empleo y Seguridad Socia,No,Trata,Explotación laboral,Catamarca,Huaycama,PNR - Línea 145,Correo Institucional,Protex,2021-02-10 10:53,No,Gendarmería Nacional Argentina,2021-02-10 11:24,Si,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Hombre,0,10
2021-02-10,18:25,545050515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-02-10 19:17,Si,Área Legal del Programa Nacional de Rescate,2021-02-10 19:17,No,,,,Argentina,Buenos Aires,,Denunciante - victima directa,,Mujer,40,06
2021-02-11,00:42,5545050515,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-11 00:36,Si,,,,,,,,,,Denunciante - institucion,,Hombre,40,18
2021-02-11,01:17,6545050515,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-11 01:13,Si,,,,,,,,,,Denunciante - institucion,,Hombre,40,18
2021-02-11,10:20,1555050515,Urgencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Correo Institucional,Área Legal del Programa Nacional de Rescate,2021-02-11 10:15,No,Policía Federal Argentina,2021-02-11 10:15,Si,,,,,,,Denunciante - ciudadano,,Hombre,0,06
2021-02-11,11:16,3555050515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-11 11:14,Si,,,,,,,,,,Denunciante - ciudadano,,,55,06
2021-02-12,02:18,3565050515,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,60,06
2021-02-12,03:09,4565050515,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,60,06
2021-02-12,10:43,7565050515,Urgencia,Ciudadano,No,Trata,Traslado de personas,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,53,06
2021-02-12,12:33,8475050515,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Santa Fe,Pueblo Esther,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-12 12:22,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,82
2021-02-12,13:53,575050515,Urgencia,Institución - PVCV,No,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,35,06
2021-02-12,14:27,2575050515,Emergencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Villa Lynch,PNR - Línea 145,Línea 145,,,,,,,,,,,Buenos Aires,Grand Bourg,Denunciante - ciudadano,,Hombre,60,06
2021-02-12,20:59,4584150515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Río Negro,Chimpay,PNR - Línea 145,Línea 145,Protex,2021-02-12 22:16,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,62
2021-02-13,02:03,6584150515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-02-13 02:17,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,28,82
2021-02-13,10:48,8494150515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Misiones,Comandante Andresito,PNR - Línea 145,Línea 145,Protex,2021-02-13 10:40,No,PERSONAS EXTRAVIADAS,2021-02-13 10:40,No,,,,,Misiones,Comandante Andresito,Denunciante - victima indirecta,,Mujer,44,54
2021-02-13,21:05,6505150515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-02-13 20:57,Si,,,,,,,,,,,,,,06
2021-02-14,22:45,5525150515,Urgencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-02-14 22:43,Si,,,,,,,,,,Denunciante - ciudadano,,,0,82
2021-02-15,11:58,4535150515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Misiones,Posadas,PNR - Línea 145,Línea 145,Protex,2021-02-15 11:49,Si,,,,,,,,Misiones,Posadas,Denunciante - ciudadano,,Hombre,20,54
2021-02-15,14:16,9445150515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Cañuelas,PNR - Línea 145,Línea 145,Protex,2021-02-15 14:12,No,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,55,06
2021-02-15,17:46,555150515,Emergencia,Ciudadano,Si,Trata,Explotación laboral,Córdoba,GENERAL LEVALLE,PNR - Línea 145,Línea 145,Protex,2021-02-15 18:12,No,Gendarmería Nacional Argentina,2021-02-15 18:34,Si,,,,,,,Denunciante - ciudadano,,Mujer,45,14
2021-02-16,12:29,3565150515,Emergencia,Ciudadano,Si,Trata,Traslado de personas,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2021-02-16 12:26,No,Juzgado / Fiscalía,2021-02-16 12:26,Si,,,,,,,Denunciante - ciudadano,,Mujer,40,06
2021-02-16,13:06,4565150515,Urgencia,Ciudadano,Si,Trata,Posible captación,Buenos Aires,Puerto Madero,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-16 13:02,Si,,,,,,,,,,Denunciante - ciudadano,,,30,06
2021-02-16,15:08,8475150515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,Buenos Aires,Melchor Romero,Denunciante - ciudadano,,Mujer,36,06
2021-02-16,16:48,575150515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Chivilcoy,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,60,06
2021-02-16,17:26,1575150515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Tucumán,Villa Quinteros,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,50,90
2021-02-16,19:40,5575150515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Tucumán,Villa Quinteros,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-16 19:34,No,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,50,90
2021-02-16,21:26,7575150515,Emergencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-02-16 21:46,No,,,,,,,,,,,,,,
2021-02-16,22:01,8484250515,Emergencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-02-16 21:58,No,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,45,
2021-02-17,08:59,584250515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Córdoba,Freyre,PNR - Línea 145,Línea 145,Protex,2021-02-17 08:57,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,14
2021-02-17,12:12,4584250515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2021-02-17 12:26,No,Juzgado / Fiscalía,2021-02-17 12:59,Si,,,,,,,Denunciante - ciudadano,,Hombre,60,06
2021-02-17,13:53,6584250515,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Buenos Aires,"Santa Eleodora, Partido de Gral. Villegas",PNR - Línea 145,Línea 145,Protex,2021-02-17 13:58,No,Policía Federal Argentina,2021-02-17 13:58,Si,,,,,,,Denunciante - ciudadano,,Mujer,30,06
2021-02-17,14:08,8494250515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Villa Luzuriaga,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,42,06
2021-02-17,22:32,8415250515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2021-02-17 22:29,Si,,,,,,,,,,Denunciante - ciudadano,,,40,14
2021-02-18,10:01,3515250515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Salta,Aguaray,PNR - Línea 145,Línea 145,Protex,2021-02-18 09:57,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,66
2021-02-18,11:46,4515250515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Mendoza,Godoy Cruz,PNR - Línea 145,Línea 145,Protex,2021-02-18 11:44,Si,,,,,,,,,,Denunciante - ciudadano,,Transgénero,30,50
2021-02-18,12:00,5515250515,Urgencia,Institución - Registro Nacional de Trabajadores Rurales y Empleadores de la delegación Corrientes,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-18 11:58,No,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,18
2021-02-18,12:07,6515250515,Urgencia,Institución - Registro Nacional de Trabajadores Rurales y Empleadores de la delegación Corrientes,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-18 12:06,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,18
2021-02-18,12:13,7515250515,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-02-18 12:12,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,18
2021-02-18,12:19,8425250515,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Correo Institucional,Protex,2021-02-18 12:17,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,18
2021-02-18,12:56,9425250515,Emergencia,Ciudadano,Si,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-18 12:55,No,Policía Federal Argentina,2021-02-19 08:09,Si,,,,,,,Denunciante - ciudadano,,Mujer,30,06
2021-02-18,15:33,1525250515,Emergencia,"Institución - Dirección de Inspección del Trabajo Infantil, Adolescente e Indicios de Explotación Laboral del Ministerio de Trabajo, Empleo y Seguridad Social de la Nación",No,Trata,Explotación sexual,Misiones,Dos de Mayo,PNR - Línea 145,Correo Institucional,Gendarmería Nacional Argentina,2021-02-18 18:48,Si,Protex,2021-02-18 18:48,No,,,,,,,Denunciante - ciudadano,,Mujer,0,54
2021-02-18,17:22,2525250515,Emergencia,"Institución - Ministerio de Trabajo, Empleo y Seguridad Social de la Nación, Sede Misiones",No,Trata,Explotación sexual,Misiones,Dos de Mayo,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-18 18:49,Si,Protex,2021-02-18 18:49,No,,,,Argentina,,,Denunciante - ciudadano,,Hombre,30,54
2021-02-18,19:36,5525250515,Emergencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-18 20:58,Si,Protex,2021-02-18 20:58,No,,,,,,,Denunciante - victima directa,,Hombre,33,
2021-02-19,12:44,3535250515,Urgencia,Institución - Asociación de Mujeres Argentinas por los derechos Humanos,No,Trata,Explotación sexual,Buenos Aires,Flores,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-19 12:40,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,06
2021-02-19,21:18,555250515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-19 21:34,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,35,06
2021-02-19,23:17,5555250515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2021-02-19 23:33,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,35,90
2021-02-20,00:23,7555250515,Emergencia,Ciudadano,No,Trata,Privacion ilegitima de la libertad,Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,Protex,2021-02-20 00:53,No,Policía Federal Argentina,2021-02-20 01:15,Si,,,,,,,Denunciante - ciudadano,,Mujer,28,06
2021-02-20,11:34,2565250515,Emergencia,Ciudadano,Si,Trata,Otro,Córdoba,Cruz Alta,PNR - Línea 145,Línea 145,Protex,2021-02-20 11:29,No,Gendarmería Nacional Argentina,2021-02-20 13:01,Si,,,,,,,Denunciante - ciudadano,,Mujer,44,14
2021-02-20,15:06,6565250515,Emergencia,Institución - UATRE CORONEL BELISLE RIO NEGRO,No,Trata,Explotación laboral,Río Negro,Coronel Belisle,PNR - Línea 145,Línea 145,Protex,2021-02-20 14:57,No,Gendarmería Nacional Argentina,2021-02-20 14:57,Si,,,,,Río Negro,Coronel Belisle,Denunciante - institucion,,Hombre,35,62
2021-02-21,15:25,584350515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-21 15:19,No,Policía Federal Argentina,2021-02-21 15:19,Si,,,,,Buenos Aires,,Denunciante - victima directa,,,30,06
2021-02-22,00:44,6594350515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Córdoba,Cruz del Eje,PNR - Línea 145,Línea 145,Protex,2021-02-22 01:17,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,40,14
2021-02-22,02:51,7594350515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Villa Ballester,PNR - Línea 145,Línea 145,Protex,2021-02-22 03:23,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,35,06
2021-02-22,10:13,2505350515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-22 10:18,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,50,
2021-02-22,18:00,1525350515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Salta,Salta,PNR - Línea 145,Línea 145,Protex,2021-02-22 18:00,No,PERSONAS EXTRAVIADAS,2021-02-22 18:00,No,,,,,Salta,Salta,Denunciante - ciudadano,,Mujer,41,66
2021-02-22,20:46,535350515,Urgencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Mendoza,Rodeo de la Cruz,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-22 21:21,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,18,50
